course-code,learning-outcomes-id,learning-outcomes
CHEM6206,1,Demonstrate advanced specialist knowledge of the principles and practice of homogeneous and heterogeneous catalysis in chemistry.
CHEM6206,2,"Work to an expert professional level in a chemical synthesis laboratory, demonstrating effective laboratory safety and etiquette, especially in handling air-sensitive reagents, chromatographic techniques, and spectroscopic characterization."
CHEM6206,3,"Demonstrate high level report writing, experimental design and data analysis."
CHEM6206,4,Critically analyse the chemistry associated with the use of catalysts used in small molecule synthesis.
CHEM6208,1,"Critically analyse the theory, concepts and terminology of computational chemistry, with an emphasis on electronic structure calculations using the molecular-orbital model."
CHEM6208,2,"Analyse critically and synthesise complex information about the most commonly-used methods in molecular modeling and computational chemistry, such as Hartree-Fock and density-functional theory."
CHEM6208,3,"Demonstrate advanced and integrated understanding of the theory of electron correlation methods, and their strengths and weaknesses according to the chemical system considered."
CHEM6208,4,"Interpret and transmit specialised knowledge about the chemistry of excited states and different methods available to compute excited state properties (CIS, TD-DFT, CAS-SCF, etc)."
CHEM6208,5,"Communicate verbally and in writing complex information about the different experimental quantities that can be computed accurately using computational techniques including, for example, IR and UV/Vis spectra as well as NMR chemical shifts."
CHEM6208,6,Expertly perform complex electronic structure calculations using computational chemistry softwares.
CHEM6210,1,Critically analyse symmetry operations and their use in determining the point group of a molecule and the space group of a crystal.
CHEM6210,2,"Construct advanced qualitative molecular orbital diagrams for diatomic, triatomic and polyatomic molecules through expert consideration of molecular symmetry."
CHEM6210,3,"Critically analyse, interpret and predict vibrational and electronic spectra of molecules through consideration of molecular orbitals and symmetry."
CHEM6210,4,"Expertly determine crystal structures from single crystal X-ray diffraction data, including the critical analysis of discrete and extended structural features."
CHEM6210,5,"Critically evaluate the roles and limitations of various forms of spectroscopy, spectrometry and diffraction."
CHEM6210,6,"Develop complex problem solving strategies and critically apply data derived from infra-red spectroscopy (IR), UV-visible spectroscopy, 1D and 2D nuclear magnetic resonance (NMR) spectroscopy, mass spectrometry (MS) and diffraction to deduce the structure of chemical compounds."
CHEM6213,1,"Analyse critically, rationalise and explain chemical bonding in the solid state and how structure affects the properties of materials."
CHEM6213,2,"Understand at an advanced and integrative level crystallographic and crystal chemical concepts such as unit cells, Bravais lattices, fractional coordinates, Miller indices, close packing, phase diagrams, etc,. and how to apply them in rationalising simple inorganic crystal structure types."
CHEM6213,3,"Analyse critically, reflect on and synthesise complex information and concepts such as real and reciprocal space, and explain how structure factor calculations and diffraction techniques can be used to determine atomic arrangements in crystals."
CHEM6213,4,"Research and apply complex knowledge to synthesise crystalline materials via solid state reaction, and understand the reaction dynamics of sol-gel and hydrothermal reaction processes and the use of such procedures to synthesise functional nanomaterials and thin films."
CHEM6213,5,"Expertly explain and rationalise the physical properties of a range of functional materials including conductors, semi-conductors, insulators, dielectric, ferroelectric, piezoelectric, pyroelectric, and electro-optic materials and others."
CHEM6213,6,"Research, analyse and transmit knowledge, verbally and in writing, of the main families and subfamilies of polymers, their uses, structures and synthesis."
CHEM6213,7,"Communicate, verbally and in writing, how various complex synthetic methods and their reaction kinetics can dramatically alter the chemical and physical properties of polymers, and predict simple properties like polymer molecular weight distributions based on specialised knowledge of the reaction conditions."
CHEM6213,8,"Expertly explain and analytically rationalise the main physical properties of soft materials in terms of their dependence on polymer composition, molecular weight and microstructure."
CHEM6213,9,"Research, analyse and synthesise complex information and concepts in order to explain the principles of some key techniques used to characterise polymers."
CHEM6313,1,Critically analyse how NMR sprectra are acquired and demonstrate advanced and integrated understanding of the factors that need to be taken into consideration when acquiring spectra.
CHEM6313,2,Critically analyse 1D NMR spectra to a high level of proficency and transmit specialised knowledge of the effects influencing a spectrum from a structural basis.
CHEM6313,3,Expertly utilise 1D and 2D NMR spectra as structure-solving tools.
CHEM6323,1,"Analyse critically, rationalize and expertly explain the synthesis, structure, bonding, properties and reactivity of main group, transition metal, lanthanoid and actinoid organyls."
CHEM6323,2,"Work to an advanced professional level a chemical synthesis laboratory demonstrating effective laboratory safety and etiquette, especially in handling of air sensitive reagents, chromatographic techniques and spectroscopic characterization."
CHEM6323,3,"Research and transmit specialised knowledge through expert report writing, experimental design and data analysis."
CHEM8003,0,nil
CHEM8030,1,Understand at an advanced and integrated level the working principles of each characterization method.
CHEM8030,2,Critically analyse complex characterisation techniques to evaluate material science challenges.
CHEM8030,3,"Communicate, verbally and in writing, specialised knowledge of the advantages and limitations of each characterisation method."
CHEM8030,4,"Develop advanced and integrated strategies to critically analyse and synthesise datasets from multiple sources including spectroscopy, spectrometry, diffraction, imaging and mass spectrometry (MS), in order to deduce the 3D structure of materials."
CHEM8030,5,"Demonstrate autonomous ability to critically analyse and evaluate complex chemical and structural information under various light excitation, and understand the mechanism underlying the property."
CHEM8030,6,Apply expert skills in advanced experimental techniques and specialist knowledge in materials science.
CHEM8031,1,Critically analyse fundamental elements of a range of complex processing techniques needed to independently create advanced materials.
CHEM8031,2,Demonstrate expert autonomous judgement on the most appropriate manufacturing processes and materials for given products.
CHEM8031,3,Critically evaluate the complex considerations involved in sustainable materials design.
CHEM8031,4,Demonstrate advanced knowledge of the advantages and limitations of different manufacturing methods.
CHEM8031,5,Develop specialised skills in advanced experimental techniques and expert knowledge in materials science.
CHEM8032,1,"Critically analyse and explain the properties and working mechanisms of functional materials and devices in various applications in energy, environmental, medical and information fields."
CHEM8032,2,"Develop advanced, integrated understanding of relationships between materials science, functionality and application strategies."
CHEM8032,3,"Apply professional skills in a material chemistry laboratory, receive on-site training on effective laboratory safety and etiquette, and implement in practice the knowledge acquired in lectures and labs."
CHEM8032,4,Demonstrate specialised skills in advanced experimental techniques and expert knowledge in materials science.
CHEM8033,1,Undertake advanced planning for a critical investigation of a chosen area of specialisation in materials science.
CHEM8033,2,"Critically analyse and synthesise complex theory and concepts, identifying and utilising appropriate evidence and methodologies, to draw expert conclusions."
CHEM8033,3,Engage in specialist research discovery and critical review of appropriate information sources.
CHEM8033,4,"Expertly communicate, verbally and in writing, advanced research concepts and contexts."
CHEM8033,5,Develop high level skills in advanced experimental techniques and specialist knowledge in materials science.
CHEM8034,1,Critically analyse and evaluate the concepts and procedures behind laboratory practices and interpret results.
CHEM8034,2,Demonstrate advanced and well integrated laboratory based skills in the safe handling of chemicals and performing both qualitative and quantitative analyses.
CHEM8034,3,"Work to an expert professional skill level in a chemical laboratory, demonstrating effective laboratory safety and etiquette, particularly in the handling of chemicals and usage of lab-based glassware and equipment."
CHEM8034,4,"Research, plan, conduct and report on a synthetic procedure in a manner demonstrating specialised cognitive and technical skills."
CHEM8034,5,"Write concise, high level scientific reports; critically analyse scientific data; and elucidate structures of compounds using spectral analyses in a manner demonstrating advanced skills and autonomous judgement."
CHEM8034,6,"Communicate, verbally and in writing, chemically relevant specialised knowledge and information in a manner demonstrating advanced and integrated understanding of a complex body of knowledge."
CHEM8034,7,Develop specialised skills in advanced experimental techniques and expert knowledge in materials science.
CHIN1012,1,Recognise and pronounce all initials and finals with all four tones; recognise and transcribe phonemes in pinyin.
CHIN1012,2,Use an active vocabulary of around 500 words and basic spoken phrases.
CHIN1012,3,Understand and use a limited range of simple spoken sentence structures to conduct basic conversations on topics for everyday situations.
CHIN1012,4,"Converse on everyday topics such as greetings, introducing oneself, and talking about family members."
CHIN1012,5,"Demonstrate an understanding of the norms and forms of Chinese social interaction, and of China's past and present."
CHIN1013,1,Read materials using over 500 words and phrases (including those on the supplementary word list);
CHIN1013,2,Write with the correct stroke order all characters included in the text;
CHIN1013,3,Write pinyin accurately and type it on a computer;
CHIN1013,4,"Pronounce words and phrases in correct tones and conduct simple, fluent conversations on topics concerning everyday life;"
CHIN1013,5,"Analyse relevant aspects of Chinese culture, such as the norms and forms of Chinese social interaction, inviting cross-cultural comparisons and developing an understanding of China’s past and present."
CHIN2013,1,"Recognise and pronounce all consonants and vowels of the Taiwanese Language Phonetic Alphabet, as well as the eight tones; read aloud example sentences and recite simple poems and folk songs accurately and aesthetically."
CHIN2013,2,Write 300 basic traditional Chinese characters
CHIN2013,3,Use an active vocabulary of about 500 items.
CHIN2013,4,"Recognise and use such grammatical structures as active and passive co-verbs, negation, interrogatives, and rhetorical questions, enabling them to read short texts and translate basic sentences into and out of Taiwanese."
CHIN2013,5,"Conduct a simple conversation on such topics as daily greetings and conversation, shopping and dining, dating and celebrating, marking time, and directions."
CHIN2013,6,"Describe in general terms the history, origins, status and uses of the Taiwanese language."
CHIN2014,1,"Demonstrate increased oral and written competence, with an active vocabulary of about 1,600 words and expressions;"
CHIN2014,2,"Demonstrate an increased ability to undertake tasks in reading, writing, listening and speaking at intermediate language proficiency;"
CHIN2014,3,Recognise the range of grammatical structures in the course and produce short authentic texts with a general awareness of how the features of written Chinese differ from their oral equivalent;
CHIN2014,4,Demonstrate the ability to critically think about a range of topics and exchange ideas with native speakers while navigating cultural differences;
CHIN2014,5,"Develop and demonstrate Chinese cultural awareness in written and oral communication through conversations, reading, writing and listening."
CHIN2017,1,Apply the remaining essential grammatical structures of Modern Chinese with fluency.
CHIN2017,2,"Use an active vocabulary of about 2,500 items."
CHIN2017,3,"Recognise and use phrase and sentence structures to discuss and write extended passages on a wide range of non-technical topics, and to read short authentic non-technical texts, with a precise awareness of how the features of written Chinese differ from their oral equivalents."
CHIN2017,4,Communicate with a degree of spontaneity and confidence on such topics as women's issues and education in China.
CHIN2017,5,"Display an understanding of aspects of Chinese culture and society, such as Chinese ways of expressing relationships and love."
CHIN2019,1,Recognise and translate in a way appropriate to context a vocabulary of about 700 items.
CHIN2019,2,Identify and explain the basic grammar and sentence structures used in a range of short anecdotal and philosophical texts from pre-Qin (before 221 BC) and Han (206 BC to 220 AD) times.
CHIN2019,3,"Differentiate linguistic registers used in basic texts of Classical and Literary Chinese, and translate these accurately into English."
CHIN2019,4,Identify basic textual references through the use of standard Sinological reference tools; and consider these references against the immediate background of intellectual and cultural developments in pre-Qin (before 221 BC) and Han (206 BC to 220 AD) China.
CHIN2021,1,Recognise and translate the vocabulary of the text in hand through the use of general dictionaries.
CHIN2021,2,"Identify and analyse the grammar and sentence structures used in a range of standard philosophical, anecdotal, and historical texts from the full span of pre-Qin and imperial times."
CHIN2021,3,"Compare linguistic registers used in more complex texts written in Classical and Literary Chinese, and compose translations in registers of English appropriate to the original text."
CHIN2021,4,Explain and appraise textual references through the use of Sinological reference tools of specific relevance to the text at hand; and assess the text in relation to the broad intellectual history and literary culture of imperial China.
CHIN2022,1,"Demonstrate increased oral competence, with an active vocabulary of approximately 500 words and expressions;"
CHIN2022,2,"Accurately recognise, recall and reproduce oral and written texts in pinyin;"
CHIN2022,3,"Demonstrate the ability to identify accurate pronunciation and tones, and an increased ability to achieve that accuracy when pronouncing words and speaking sentences;"
CHIN2022,4,Demonstrate the ability to conduct simple conversations with increased fluency on topics concerning everyday life;
CHIN2022,5,Display an increased linguistic knowledge and awareness of Chinese culture through language production.
CHIN2023,1,"Demonstrate increased written competence, with an active vocabulary of a minimum of 500 words and expressions;"
CHIN2023,2,Accurately recognise and write in correct stroke order all the characters covered in the main lessons;
CHIN2023,3,Demonstrate the ability to apply the basic grammatical rules that govern word order and basic patterns of sentence structure in Chinese;
CHIN2023,4,Demonstrate the ability to write simple dialogue or short essays with increasing fluency on topics concerning everyday life.
CHIN2023,5,Display an increased linguistic knowledge and awareness of Chinese culture through language production.
CHIN2024,1,"Recognise and pronounce all Cantonese initials, finals and nine tones in six distinct tone contours."
CHIN2024,2,"Use an active vocabulary of around 1,800 items."
CHIN2024,3,"Identify and produce practised phrase and sentence structures in colloquial Cantonese to conduct basic conversations, write sentences and simple paragraphs, and read simplified texts."
CHIN2024,4,"Converse on such topics as: personal encounters, family and friends, eating in and eating out, getting around, shopping, recreation, basic health care, fashion and education."
CHIN2024,5,"Display an understanding of cultural communication practices in family, at work places, and in living communities."
CHIN2025,1,"Use an active vocabulary of around 4,000 items."
CHIN2025,2,"Recognise and produce phrase and sentence structures to converse and write passages on topics regularly encountered in work, school and at leisure, with much vocabulary support through the use of dictionaries"
CHIN2025,3,"Communicate spontaneously and with confidence in speaking and writing on such topics as: travel, relationships, medicine, law and order, banking and finance, the office, eating out, household affairs and leisure activities."
CHIN2025,4,"Display a deep, broad understanding of Cantonese culture, including Cantonese cuisine, history, music, and art."
CHIN2525,1,Learning outcomes will vary depending on the level of language instruction that individual student undertakes.
CHIN3015,1,"Hypothesise on, analyse, and appraise vocabulary used in different types of Literary Chinese text, with the use of specialist dictionaries."
CHIN3015,2,Identify and analyse the grammar and sentence structures evident in different advanced Literary Chinese texts; and consider their contributions to stylistic and other effects.
CHIN3015,3,"Analyse linguistic registers used in texts written in complex, often technical, forms of Literary Chinese and reproduce them in appropriate registers of English."
CHIN3015,4,"Use commentaries to assess different readings of the text at hand, supporting translations with an understanding of commentarial techniques and vocabulary."
CHIN3015,5,"Produce a creative response to the text through the composition of a critical apparatus and a detailed analysis of textual references and literary allusions, through the use of reference tools specific to the type of text at hand; and develop an appreciation of the text in its relevant social, intellectual, and cultural contexts."
CHIN3022,1,"Use an active vocabulary of about 3,000 items."
CHIN3022,2,"Identify and produce advanced grammatical rules that govern word order, and complicated sentence structures relevant to a range of conversational situations and texts; identify the difference between spoken and written styles of the language."
CHIN3022,3,"Communicate spontaneously and with confidence in writing and speaking on a range of intellectually and linguistically challenging topics from everyday life, such as social issues and current events related to contemporary China."
CHIN3022,4,"Analyse aspects of contemporary Chinese culture, society, and politics, including the effects of population policies, the education system, and the housing situation."
CHIN3023,1,"Use an active vocabulary of about 3,500 items."
CHIN3023,2,Identify more advanced grammatical rules and more complicated sentence structures relevant to a range of conversational situations and texts;
CHIN3023,3,"Communicate spontaneously and with confidence in writing and speaking on a range of intellectually and linguistically challenging topics, such as Chinese economic development and the impact on China of the one-child policy."
CHIN3023,4,"Analyse aspects of contemporary Chinese culture, society and politics, such as divorce in China, and the issues faced by full-time house wives."
CHIN3024,1,Understand and analyse with confidence real-world Chinese news media to demonstrate knowledge of the major issues in present-day Chinese society.
CHIN3024,2,"Communicate confidently in writing and speaking, and in groups, on topics drawn from a variety of up-to-date authentic media, TV, film, podcasts, websites and print media."
CHIN3024,3,"Demonstrate appropriate listening, speech-making and presentation skills, to present academic arguments fluently and clearly."
CHIN3024,4,"Demonstrate the ability to compose academic essays on complex subjects such as Chinese people, culture, and politics in contemporary Chinese society."
CHIN3025,1,"Demonstrate advanced language skills in reading, writing, literary analysis and debate in Chinese and an understanding of some of the features of modern and contemporary Chinese literature and culture."
CHIN3025,2,"Communicate confidently in writing and speaking, and in groups, on topics drawn from a variety of reading materials from representative works of Chinese literature and culture."
CHIN3025,3,"Demonstrate appropriate listening, speech-making and presentation skills, to present academic arguments fluently and clearly."
CHIN3025,4,Demonstrate information gathering skills and the ability to compose academic essays on Chinese literature.
CHIN3041,1,Translate complex real — world materials from Chinese into English and vice versa.
CHIN3041,2,Critique the quality of an accomplished translation.
CHIN3041,3,"Demonstrate familiarity with frequently used general and technical online translation tools, and apply them to their own translations."
CHIN3203,1,"Use an active vocabulary of around 5,000 items."
CHIN3203,2,"Analyze and produce the phrase and sentence structures used in a wide range of texts on such topics as education, emotions, religion, current affairs, transportation, travel, TV culture, and shopping."
CHIN3203,3,"Evaluate what they have read, listened, and watched with the guidance of a teacher, and express personal viewpoints about current affairs confidently and in clear, well-structured patterns."
CHIN3203,4,Display a sophisticated socio-cultural awareness of sensitive issues in contemporary Cantonese society.
CHIN3216,1,"Interpret a range of spoken discourses from Chinese into English and vice versa, focusing on accuracy and fluency;"
CHIN3216,2,Critique the quality of an accomplished interpretation;
CHIN3216,3,Complete an interpretation task in real life.
CHMD8001,1,"plan and implement a research project in the area of culture, health and medicine using non-field-based methods;"
CHMD8001,2,"critically and reflectively analyse a body of cognate literature in culture, health and medicine and prioritise, synthesise and order such a body of work;"
CHMD8001,3,identify and communicate core ideas to a non-specialist audience;
CHMD8001,4,develop a cogent piece of sustained scholarly writing on a topic.
CHMD8004,1,Understand the qualitative approach in health research;
CHMD8004,2,Evaluate qualitative and mixed methods research;
CHMD8004,3,Understand the relationship between research design and research methods;
CHMD8004,4,Conduct their own qualitative research;
CHMD8004,5,Develop a detailed qualitative research proposal.
CHMD8005,1,Critically and reflectively analyse written and visual texts.
CHMD8005,2,Demonstrate awareness of the cultural discourses and themes which structure representations of medicine.
CHMD8005,3,"Demonstrate awareness of the relationship between narrative, illness and medicine."
CHMD8005,4,"Synthesise and reflect on idealised representations of medicine and medical professionals, and the impact of these on popular understandings of health, disease and medical practice."
CHMD8006,1,"Analyse how changes in the global political economy, including the promotion of free trade and other neoliberal policies, are affecting health and well-being;"
CHMD8006,2,Evaluate how livelihoods and landscapes are being altered by these policies and practices and explore the health consequences of these changes;
CHMD8006,3,"Analyse how structural inequalities of gender, age, ethnicity, and race contribute to health disparities in the context of globalization;"
CHMD8006,4,"Explore people's agency in the context of these global changes, particularly how human rights based approaches are being used to negotiate access to better health and treatment; and"
CHMD8006,5,Effectively apply critical reading and writing skills.  
CHMD8009,0,nil
CHMD8011,1,Seminar presentation      15%  (LO1)
CHMD8011,2,"Minor essay 2,500 words     35%  (LO2)"
CHMD8011,3,"Major essay: 4,000 words    45%  (LO3)"
CHMD8011,4,Class participation             5%  (LO1-3)
CHMD8014,1,"Demonstrate a critical appreciation of the key concepts
and approaches in medical anthropology."
CHMD8014,2,"Demonstrate and apply the importance of culture in health
related work."
CHMD8014,3,"Engage in health work and understand the likely social,
cultural, political and economic factors influencing health, illness and
sickness."
CHMD8014,4,"Reflect critically on their own experiences of health,
illness and sickness in the light of the concepts and methods introduced in
this course.

"
CHMD8021,1,"effectively apply a critical anthropological perspective to the cross-cultural and comparative study of indigenous medicines, health, and healing;"
CHMD8021,2,"examine and understand the place of colonial policies, colonial medicines, and post-colonial development in present conditions of indigenous medicines, health, and healing practices;"
CHMD8021,3,"critically analyze how and why indigenous conceptions of the body, health, and approaches to care persist as distinctive from contemporary biomedical paradigm;"
CHMD8021,4,"examine and discuss the relationship between historical and contemporary forms of indigenous medicines and the re-emergence of molecular biology, genetic science and the cultural competency paradigm in biomedicine; and"
CHMD8021,5,effectively apply critical thinking and writing and debate issues of social policies pertaining to indigenous health and medicines.
CHMD8022,1,effectively apply an anthropological perspective to the analysis of  socio-cultural and political economic implications of emergent biotechnologies;
CHMD8022,2,explore the relationship between the transformations in biological sciences and clinical practice and explain role of molecular and genomic sciences in reshaping biomedical practice and patient decision about care;
CHMD8022,3,analyze the socio-cultural effects of the globalization of biotechnologies;  
CHMD8022,4,"explain social implication of biotechnologies at the intersection of race, gender, class, and sexuality and how this relates to the unequal benefits and risks of biomedical research and the applications of biotechnologies; and"
CHMD8022,5,effectively apply critical reading and writing skills.  
CHST3211,1,Form a comprehensive understanding of Chinese society in modern and contemporary periods through reading different genres of writing
CHST3211,2,Apply critical thinking to analyse texts on Chinese cultural and social topics through intensive and extensive readings
CHST3211,3,Develop oral and writing skills in the targeted language to reflect on crucial themes in modern China
CHST3211,4,Identify research topics in a field of individual student interest and construct research paper in the target language on China by synthesising the analytical skills acquired through the course
CHST3211,5,Form and develop research interest that links to future research project on China in postgraduate studies
CHST3212,1,Discuss and present on topics of Chinese literature
CHST3212,2,Analyse themes in the materials under study and offer critical written responses
CHST3212,3,"Make critical use of concepts and analytic tools from literary studies to develop, review, and synthesise knowledge about Chinese literature"
CHST3212,4,Demonstrate an understanding of the differences between Chinese and Western literature and society
CLAS1001,1,"demonstrate an understanding of traditional grammar as it applies to English, Ancient Greek and Latin;"
CLAS1001,2,"recognise and analyse the structures of sentences in English, Ancient Greek and Latin which use a number of basic –and some more sophisticated – grammatical constructions; and"
CLAS1001,3,"translate sentences into and from Ancient Greek and Latin, drawing on a small vocabulary and a limited range of morphological forms."
CLAS1003,1,display knowledge of some of the most prominent stories from the Greco-Roman tradition;
CLAS1003,2,demonstrate familiarity with a range of ancient literary and iconographical sources for Greek and Roman myth;
CLAS1003,3,analyse how different literary and material contexts influenced the variety of Greek and Roman myth; and
CLAS1003,4,discuss critically how storytelling and approaches to myth are products of specific cultural contexts.
CLAS2011,1,"demonstrate an understanding of traditional grammar as it applies to English, Ancient Greek, and Latin;"
CLAS2011,2,"recognise and analyse the structures of sentences in English, Ancient Greek and Latin which use a number of basic – and some more sophisticated – grammatical constructions;"
CLAS2011,3,"translate sentences into and from Ancient Greek and Latin, drawing on a small vocabulary and a limited range of morphological forms; and"
CLAS2011,4,translate sentences from Greek and Latin using unfamiliar vocabulary.
CLAS3000,1,"formulate structured, persuasive, clear and fluent forms of spoken discourse; "
CLAS3000,2,"construct and recognize logical, reasoned arguments in written discourse;"
CLAS3000,3,"analyse different methods of persuasion, including media, advertising, and political discourse; "
CLAS3000,4,acquire a high-level of precision and style in oral and written communication; and
CLAS3000,5,develop an understanding of the role of rhetoric in ancient Greece and Rome and the influence of ancient rhetoric on modern discourse.  
CLAS3100,1,"engage critically with the commemorative cultures of the Roman empire, both in the Latin-speaking west and the Greek-speaking east;"
CLAS3100,2,become familiar with and analyse various modes and methods of preservation of memory or the facilitation of forgetting in the Roman empire;
CLAS3100,3,analyse and evaluate a range of ancient sources related to the preservation of memory or the facilitation of forgetting in the Roman empire;
CLAS3100,4,formulate logical arguments based on ancient evidence; and
CLAS3100,5,engage and evaluate scholarly arguments and theories of ancient memory in a critical manner.
CLAS4006,1,understand the full range of types of evidence which underlie our understanding of the Classical world;
CLAS4006,2,"understand some of the key methodological approaches used by historical, literary and philological scholars in their study of Greek and Roman antiquity;"
CLAS4006,3,"appreciate, through a series of case studies, a range of the types of problems addressed by scholars of the Classical world;"
CLAS4006,4,"demonstrate skills in close reading, marshalling of evidence and presenting original arguments both verbally and in writing; and"
CLAS4008,1,"review, evaluate and apply the types of evidence and approaches used by Classical scholars;"
CLAS4008,2,engage critically with arguments by modern scholars;
CLAS4008,3,"develop and enhance skills in close reading, marshaling evidence, and presenting original arguments both verbally and in writing;"
CLAS4008,4,"continue training in some of the key methodological approaches used by historical, literary and philological scholars in their study of Greek and Roman antiquity; and"
CLAS4008,5,present arguments orally in discussions and presentations.
CLAS6000,1,"formulate structured, persuasive, clear and fluent forms of spoken discourse; "
CLAS6000,2,"construct and recognize logical, reasoned arguments in written discourse; "
CLAS6000,3,"critically analyse different methods of persuasion, including media, advertising, and political discourse; "
CLAS6000,4,acquire a high-level of precision and style in oral and written communication; and
CLAS6000,5,develop a sound understanding of the role of rhetoric in ancient Greece and Rome and the influence of ancient rhetoric on modern discourse.  
CLAS8002,0,nil
CLAS8008,1,"review, evaluate and apply the types of evidence and approaches used by Classical scholars;"
CLAS8008,2,engage critically with arguments by modern scholars;
CLAS8008,3,"develop and enhance skills in close reading, marshaling evidence, and presenting original arguments both verbally and in writing to graduate standard;"
CLAS8008,4,"continue training in some of the key methodological approaches used by historical, literary and philological scholars in their study of Greek and Roman antiquity; and"
CLAS8008,5,present arguments orally in discussions and presentations.
CLAS8019,1,Understand the full range of types of evidence which underlie our understanding of the Classical world
CLAS8019,2,"Understand some of the key methodological approaches used by historical, literary and philological scholars in their study of Greek and Roman antiquity"
CLAS8019,3,"Appreciate, through a series of case studies, a range of the types of problems addressed by scholars of the Classical world"
CLAS8019,4,"Demonstrate skills in close reading, marshalling of evidence, and presenting original arguments both verbally and in writing"
CLAS8019,5,Undertake HDR research in Classical Studies.
CLAS9001,1,"conduct independent textual, historical, literary and/or archaeological research in the field of Classical Studies;"
CLAS9001,2,conduct sophisticated analysis and evaluation of ancient sources from the Greek and Roman world; and
CLAS9001,3,apply in-depth knowledge of appropriate theories and methodologies to these ancient sources.
COMP1100,1,"Apply fundamental programming concepts, using a functional programming language, to solve problems."
COMP1100,2,Understand basic types and the benefits of static typing.
COMP1100,3,"Describe, understand and evolve programs, via documentation, testing, and debugging."
COMP1100,4,"Discuss, use, and apply the fundamentals of data structures, algorithms, and design; create, implement, and debug algorithms for solving problems, including recursively, using divide-and-conquer, and via decomposition."
COMP1100,5,"Discuss basic algorithmic analysis for simple algorithms; determine appropriate algorithmic approaches to a problem (for example bruteforce, greedy, divide-and-conquer, recursive backtracking, heuristic, dynamic programming)."
COMP1100,6,Understand and apply the concepts of parametric and ad-hoc polymorphism
COMP1110,1,"Apply fundamental programming concepts, using an object oriented programming language, to solve substantial problems"
COMP1110,2,Understand basic types and the benefits of static typing for object oriented programs
COMP1110,3,"Distinguish language definition from implementation, syntax and parsing from semantics and evaluation, understand how program state maps to memory (globals, local, heap), and understand the implications of heap reachability for memory management"
COMP1110,4,"Develop, understand, test, and evolve substantial programs using a modern IDE, and associated configuration tools; understand common coding errors and how to avoid them; practice fundamental defensive programming; perform individual and team program reviews; use established design principles to organize a software system"
COMP1110,5,"Use, implement, and evaluate fundamental data structures and associated algorithms;  create, implement, debug, and evaluate algorithms for solving substantial problems, including recursively, using divide-and-conquer, and via decomposition; implement an abstract data type"
COMP1110,6,"Apply basic algorithmic analysis to simple algorithms; use appropriate algorithmic approaches to solve problems (brute-force, divide-and-conquer, recursive backtracking, heuristic)"
COMP1110,7,"Understand the basics of event-driven programming, and its use in constructing GUIs"
COMP1110,8,"Deliver and evaluate basic technical documents, presentations, and group interactions, using appropriate tools"
COMP1130,1,(in addition to the learning outcomes of COMP1100)
COMP1130,2,Understand and discuss the fundamental mathematical concepts underlying functional programming
COMP1130,3,Use formal proof and structural induction to reason about the correctness of functional programs.
COMP1130,4,"Understand and discuss the significance of different evaluation strategies, including laziness, for the computational behaviour of functional programs."
COMP1140,1,Explain the relationship between object­-oriented inheritance (code­-sharing and overriding) and subtyping (the idea of a subtype being usable in a context that expects the supertype). 
COMP1140,2,"Use object­-oriented encapsulation mechanisms such as interfaces and private members, and define and use iterators and other operations over aggregate values that take functions as arguments. "
COMP1140,3,"Define and use program pieces (such as functions, classes, methods) that use generic types, including for collections. "
COMP1140,4,"Explain how programming language implementations typically organize memory into global data, text, heap, and stack sections and how features such as recursion and memory management map to this memory model."
COMP1140,5,"Discuss the benefits and limitations of garbage collection, including the notion of reachability. "
COMP1600,1,"Apply the concepts of standard mathematical logic to produce proofs or refutations of well-formed propositions or arguments phrased in English or in a variety of formal notations (first order logic, discrete mathematics or Hoare Logic)."
COMP1600,2,"Given a description of a regular language, either in English, as a regular expression or as a grammar, generate a finite state automaton that recognizes that language. Similarly, given a deterministic or nondeterministic automaton, give a description of the language which it accepts."
COMP1600,3,"Given an inductive definition of a simple data structure, write a recursive definition of a given simple operation on data of that type. Given some such recursively defined operations, prove simple properties of these functions using the appropriate structural induction principle."
COMP1600,4,Prove simple programs correct using Hoare Logic.
COMP1600,5,Design a Turing Machine which will accomplish simple tasks.
COMP1710,1,"Understand and be able to develop and design web sites including multimedia content by applying current web design principles, guidelines and heuristics."
COMP1710,2,Apply a user-centred focus to the development and design of web sites.
COMP1710,3,"Demonstrate knowledge of accessibility, compliance with standards, privacy concerns and personalisation for web sites."
COMP1710,4,"Understand and be able to separately control the content, the appearance and the behaviour of web sites."
COMP1710,5,Understand and report on the nature and practice of human computer interaction research in an ethical environment.
COMP1720,1,Describe the qualities of computer-based artworks.
COMP1720,2,Apply knowledge of visual and physical interaction with a computer interface.
COMP1720,3,Design and construct computer programs in a programming language for interactive art.
COMP1720,4,Create an original and creative work of interactive art.
COMP1730,0,nil
COMP2100,1,Apply fundamental programming concepts for medium scale programs
COMP2100,2,"Understand basic types and the benefits of static typing, with understanding of generics, subtyping, and overloading, and their roles in structuring programs"
COMP2100,3,"Map programming language abstractions through to execution environment; use non-source (text) internal representations of programs (e.g., abstract syntax trees); sketch low-level run-time representations of core language constructs (objects and closures) "
COMP2100,4,"Describe contractual specifications, analyse documentation and specifications against other’s code, develop, understand, test, and evolve substantial programs using a modern IDE, and associated configuration tools; explain the importance of correctness for quality software; understand common coding errors and how to avoid them; practice fundamental defensive programming; understand principles of secure design"
