id,abstract,title,authors,
20808,"Research groups are challenged with ensuring that their activities are appropriately aligned to evolving strategic intent. This paper aims to address that challenge by describing a systematic approach, using Model-Based System Engineering (MBSE) techniques, to bridge the gap between strategic intent and exploratory research activities such as Modelling and Simulation, and experimental prototyping.
As strategic intent evolves, so too should the research activities. However, it is often the case that as strategic intent evolves, areas of research become unaligned. Further, there exists updated strategic intent that is not supported by research or technology development activities.
To maintain alignment with strategic intent, this paper proposes an approach leveraging model-based systems engineering (MBSE) techniques.
To demonstrate the approach, this paper presents a case study where a descriptive model was developed within CATIA Magic to:
capture the structure and activities of a research group;
link the elements of that groups research program with strategic intent; and,
trace the strategic intent to exploratory prototyping conducted by the research group.
The model was then used to capture operational-level analysis and subsequent system need derivation. The intent of this was to provide a more robust trace from strategic intent through to technology development by allowing development efforts, such as producing prototype systems, to be driven by operational analysis.
The results from gathered from experimentation could then be used to further refine system needs and inform future prototyping/development activities. In doing so, experimental prototyping was more aligned to operational analysis and hence strategic intent throughout the entire research program duration. ","Aligning Strategy, Research, and System Development, Leveraging Model-Based Systems Engineering Techniques","Photi Karagiannis 1, Matthew Wylie 1, Tommie Liddy 1, Shoal Group, Adelaide",
20816,"Complex products (trains, aircrafts) require the meticulous management of thousands of components during development, constituting their backbones.
But this draft product constantly evolves, and frequent changes occur during the accelerated sprint towards delivery – do we ever reach a design freeze? T
he configuration baseline shifts, the project schedule drifts, and testing on tracks presents significant operational logistical challenge: so much mobilization to sight a speed board on track and check its value against the onboard target speed on screen.
Within the real constraint of rail product development, can we implement change quicker and really test earlier? How do we perfect the testing on a live system? ",Optimizing Testing for Late-Stage Changes in Rail Product Development,"Sebastien Mr Lhote 1, Siemens Mobility, Wilston, QLD, Australia",
20836,"Join us for a half-day tutorial featuring Arcadia MBSE and its open-source tool, Capella.
 
Explore the fundamentals of the Arcadia Model-Based Systems Engineering (MBSE) method and gain hands-on experience with Capella, a tool used by over 1,000 organizations globally.
This interactive session will provide you with a robust understanding of Arcadia's approach to deriving system architectures and practical skills in using Capella to model them.
By the end, you will appreciate the transformative value MBSE brings to engineering projects.
 
This tutorial is designed for systems engineers with no prior modeling experience. It aims to equip participants with the knowledge and confidence to apply MBSE tools in their projects.
We encourage participants to come prepared by installing Capella on their own laptops. Capella is available as a free download from the official Capella website (http://mbse-capella.org/download.html).
 
The session will be led by Tim Carter, a professional engineer with over 24 years of experience in complex systems engineering, specializing in Arcadia and Capella.",Arcadia and Capella Discovery Tutorial,"Tim Carter 1, Romain Horcada 2, Stephane Lacrampe 3, KBR, Sydney, NSW, Australia, Obeo, Melbourne, VIC, Australia, ObeoSoft, Comox, BC, Canada",
20861,"Tutorial and Workshop

Defence has struggled with the challenges of adversaries with the increasing pervasiveness of lethal autonomous weapon systems.   
How should we address fully Lethal AWS and Network-Enabled Weapons, directed energy and cyber warfare become more attractive and where does human command and control of Lethal AWS and NEWs sit with responsible use of intelligent and autonomous systems?
This Tutorial and Workshop examines the Australian perspective and the System of Controls, Advanced Control Directives and insights into the Kill Chain/Web being proposed to address the implications of Lethal AWS and NEWs for human decision making in their employment. Given the complex systems and key assurance initiatives being pursued systematically by the US, UK and Australian DoD initiatives to effect these more integrated, interoperable capabilities, while also ensuring these capabilities remain resilient to the new cyber threats using ethically-aligned approaches to experimentation, test & evaluation and employment. The Workshop participants will be challenged as to their thinking and will directly contribute to the discourse on what Australia’s beliefs and doctrine should be and how best to articulate that.  
Those who wish an update and to influence Australia's doctrine.
Dr Tutty, who may be assisted by Associate Pro Kate Devitt.

 ",Responsible lethal autonomy in the emergent digital world,"Malcolm Tutty 1, Air and Space Power Centre, Royal Australian Air Force, Joint Base FAIRBAIRN, Australian Capitol Territory, Australia",
20864,"Workshop on Round Tables.
The International Test & Evaluation Associations Southern Cross Chapter held a Panel/Workshop at the SETE 2022 and ITEA 40th Annual Symposiums focused on the potential and need for the development of an T&E Code of Practice to complement the SESA / INCOSE Systems Engineering Body of Knowledge (SEBOK) using a Model-Based Systems Engineering and T&E approach or MBSETE. 
ITEA proposes to leverage INCOSE SEBOK material to underpin key principles. Based on these Panels/Workshops, ITEA have agreed to develop a T&E Code of Practice that would be suitable for many engineering and scientific disciplines including aerospace, cyber, modelling, simulation, Intelligent and Autonomous Systems, defence, network-enabled and autonomous weapons and future potentially disruptive technologies. Collaboration with SESA and INCOSE is strongly supported by ITEA.
The SETE 2024 workshop will discuss and confirm the over-arching principles of T&E which are being proposed in The ITEA Journal – International Test and Evaluation Association in June 2024. The workshop will also review The Technical Cooperation Programs (TTCP) Guide to Experimentation (GUIDEx, 2005) see Slim GUIDEx 2004 Dec 2004 (dodccrp.org) and subsequent similar developments for suitability and applicability to the T&E and MBSETE communities advancing in the digital world.
60-90 Mins",A T&E Code of Practice advancing in an emergent digital world,"Malcolm Tutty 1, ITEA, ITEA Southern Cross Chapter, Canberra, Australian Capitol Territory, Australia",
20872,"Systems Engineering disciplines and tooling have been successfully adopted by many other sectors that work with highly complex systems. By comparison, their application in the electric power sector has been negligible. Here we explore how MBSE can support the analysis, rationalisation and evolution of the massively complex architecture inherent in Australia’s largest legacy GW-scale power system as it transforms.
GW-scale power systems are some of the largest and most complex systems ever created by humans. Global progress toward deep decarbonisation of legacy grids presents significant challenges as traditional sources of generation are withdrawn and new highly variable, weather-dependent, locationally dispersed, numerically large, and non-merchant resources take their place.
In this transformational context, the purpose of this work was to explore MBSE’s potential to:
Provide tooling that enables the decomposition and ‘taming’ of the massive complexity inherent to transforming legacy GW-scale power systems;
Empower more informed, multi-stakeholder participation by making critical content explicit and tractable which would otherwise remain opaque and intractable; and,
Increase decision quality, timeliness and traceability to increase the potential for full benefits-realisation and avoiding the propagation of unintended consequences.
A key focus of the work was modelling the underlying as-built architecture of Australia’s National Electricity Market (NEM) power system, potential transitionary and plausible future ‘step change’ architecture that accommodates the cyber- and physics-based realities of deeply integrating millions of diverse energy resources to become an integral part of a 21st century power system.  Given limited precedence in applying MBSE to power systems, an important first step was the model configuration including a taxonomy of logical interface types.  
MBSE provides a shared systems-based methodology to develop integrated solutions in support of a transition to advanced whole-system coordination that spans bulk power, transmission, distribution, and aggregation of distributed resources to the benefit all.",Applying Model-Based Systems Engineering to transforming power systems,"Matthew Bird 1, Ricky Clayton 2, Energy Catalyst, Ferny Hills DC, QLD, Australia, Acmena, Brisbane",
20878,"Our minds solve problems by applying frameworks of ideas, concepts and methods to areas of interest.  Clearly defined situations allow the re-use of themes and structured methods to progressively decompose, analyse, define and integrate systems as solutions.   Systems engineering as a methodology is a structured framework typified by the familiar ‘V’ lifecycle.  However, socio-technical situations are complicated by unpredictable human responses, conflicting objectives, interdependencies and perceptions.  These soft or wicked problems can be difficult to resolve without an understanding of the problem situation and viable improvements that may not be limited to a technical solution.
Soft systems thinking methodologies evolved to encourage a holistic approach to exploring unstructured, complex problems and improve the integration of technology in society.  Examples include ETHICS (Mumford), Multiview (Avison and Wood-Harper) and Soft Systems Methodology (Checkland).  An early version of the latter is a seven-stage model, and SSM has evolved into a framework for exploration based on interacting logical and cultural streams of analysis.  Irrespective of Checkland’s observation that only neophytes apply SSM as a seven-stage process it does provide a mosaic of activities suited to exploring the interplay between society and systems.
This presentation describes the application of Soft Systems Methodology to understand complex socio-technical problem situations and identify improvements.  In the spirit of Checkland’s action research approach the presentation uses research into a Marine Safety System to illustrate SSM in a real-world environment.  Excursions into other methodologies including Information Systems Methodology (Wilson) and Socio-Technical Stages of Growth (Galliers) are introduced to illustrate the derivation of socio-technical requirements from the problem situation analysis.  The findings are used to summarise the benefits of a soft systems thinking approach to understanding the problem situation and viable improvements alongside a structured system-based methodology, proposing another layer to the ‘V’ lifecycle. ",Soft Systems Methodology - Another Layer to the 'V'?,"Simon Hutton 1, JOHN HOLLAND GROUP, MELBOURNE, VIC, Australia",
20881,"Overview: This paper introduces the STRATA model-based systems engineering (MBSE) methodology, emphasizing its key aspects and unique advantages in verification, validation, test, and evaluation domains. Attendees will gain insights into its applicability and advantages in complex modeling scenarios.
Context: Navigating the initial stages of MBSE model formulation in any tool can be challenging, particularly within collaborative teams. Implementing a methodology offers a structured roadmap, enhancing model organization, usability, and collaboration. The STRATA methodology addresses these challenges, and combined with its model validation rulesets, provides the user feedback on model consistency and completeness.
Purpose: The STRATA methodology is structured in terms of defined levels or layers of the system architecture (the rows) and systems engineering, program management, and specialty engineering concept groups (the columns) affords.. The research aims to elucidate the benefits of adopting the STRATA methodology, particularly in the context of verification and validation. By defining clear model objectives and scope, the STRATA framework allows a modeling team to model what they know regardless of where it fits in the matrix.  This supports the early involvement of test and evaluation teams in the requirements refinement and systems architecture definition processes. We will show how the STRATA methodology supports multiple engineering design scenarios.
Approach: Utilizing the GENSYS MBSE tool, the paper demonstrates the practical implementation of STRATA through a representative problem. A comparison of the V&V concepts available in the Comprehensive Systems Design Language (CSDL), the natural language metamodel supporting STRATA, will be reviewed and compared to those provided in SysML v1 and v2.  Interoperability of the languages will also be discussed.  
Insights: Participants will glean the value of modeling methodologies and discern the distinctive advantages of STRATA. We will see how utilizing STRATA enhances modeling precision and efficiency, ultimately improving system design and development processes.",STRATA: A Strategic Layers-Based MBSE Modeling Approach for Comprehensive Test & Evaluation Coverage,"Brian Selvy 1, Zuken Vitech, Marana, ARIZONA, United States",
20885,"Currently, disabled people and older people cannot plan a safe journey around our built environment and transport hubs. Smart Access has a solution based on accessibility audits covering 38 features. The solution, available online or via mobile, provides geospatial information that supports sound decision-making for commuters and council planners. The manual data capture of features empowers people with impairments to engage more in the community but is labour-intensive and not scalable.
Custom development of high-accuracy navigation and image recognition systems on the edge are not typically financially viable in many social and environmental applications. This is especially true in scenarios where system utilisation is low, supply chain costs for high availability are high and the recruitment and retention of a wide spectrum of human capability is challenging.
This paper undertakes the design, implementation and evaluation of modular edge units that can perform common high-accuracy navigation, sensor fused with image recognition on the edge, communicated over a common data standard into a reusable digital twin for affordability of research, development and operation. The results demonstrate the benefit of a modular Hardware As A Service (HaaS) and Software As A Service (SaaS) model to break down the traditional barriers associated with the adoption of industry 4.0 solutions, with the capability being leveraged across a number of applications ranging from traffic counting and on-truck recycling audits in smart cities, to autonomous ground vehicles, human-assisted robotic harvesting and fruit condition monitoring in horticulture. 
Future work will focus on expanding the data capture to enhance the reliability of neural network artificial intelligence models for existing use case validation, expand use cases across other domains and perform System of Systems modelling to validate the financial viability, incorporating the life cycle cost associated with human capability, spares holding, availability and utilisation to optimise emergent properties.",Modularity in the design of Digital Twins and AI: A case study in accessibility auditing.,"Nick Pickering 1, Tim Young 2, Thomas Carnahan 3, Uni of Waikato, Hamilton, SELECT AN OPTION…, New Zealand, SmartAccess, Hamilton, Select an option…, New Zealand, Pollin8 Limited, Cambridge, Select an option…, New Zealand",
20887,"Currently, disabled people and older people cannot plan a safe journey around our built environment and transport hubs. Smart Access has a solution based on accessibility audits covering 38 features. The solution, available online or via mobile, provides geospatial information that supports sound decision-making for commuters and council planners. The manual data capture of features empowers people with impairments to engage more in the community but is labour-intensive and not scalable.
Custom development of high-accuracy navigation and image recognition systems on the edge are not typically financially viable in many social and environmental applications. This is especially true in scenarios where system utilisation is low, supply chain costs for high availability are high and the recruitment and retention of a wide spectrum of human capability is challenging.
This paper undertakes the design, implementation and evaluation of modular edge units that can perform common high-accuracy navigation, sensor fused with image recognition on the edge, communicated over a common data standard into a reusable digital twin for affordability of research, development and operation. The results demonstrate the benefit of a modular Hardware As A Service (HaaS) and Software As A Service (SaaS) model to break down the traditional barriers associated with the adoption of industry 4.0 solutions, with the capability being leveraged across a number of applications ranging from traffic counting and on-truck recycling audits in smart cities, to autonomous ground vehicles, human-assisted robotic harvesting and fruit condition monitoring in horticulture. 
Future work will focus on expanding the data capture to enhance the reliability of neural network artificial intelligence models for existing use case validation, expand use cases across other domains and perform System of Systems modelling to validate the financial viability, incorporating the life cycle cost associated with human capability, spares holding, availability and utilisation to optimise emergent properties.",Modularity in AI on the edge and Digital Twins: A case study in accessibility auditing,"Nick Pickering 1, Young tim@smartaccess.enterprises 2, Carnahan thomas@pollin8.co.nz 3, University of Waikato, Hamilton, Waikato, New Zealand, Smart Access, Hamilton, Waikato, New Zealand, Pollin8 Ltd, Cambridge, Waikato, New Zealand",
20889,"Currently, disabled people and older people cannot plan a safe journey around our built environment and transport hubs. Smart Access has a solution based on accessibility audits covering 38 features. The solution, available online or via mobile, provides geospatial information that supports sound decision-making for commuters and council planners. The manual data capture of features empowers people with impairments to engage more in the community but is labour-intensive and not scalable.
Custom development of high-accuracy navigation and image recognition systems on the edge are not typically financially viable in many social and environmental applications. This is especially true in scenarios where system utilisation is low, supply chain costs for high availability are high and the recruitment and retention of a wide spectrum of human capability is challenging.
This paper undertakes the design, implementation and evaluation of modular edge units that can perform common high-accuracy navigation, sensor fused with image recognition on the edge, communicated over a common data standard into a reusable digital twin for affordability of research, development and operation. The results demonstrate the benefit of a modular Hardware As A Service (HaaS) and Software As A Service (SaaS) model to break down the traditional barriers associated with the adoption of industry 4.0 solutions, with the capability being leveraged across a number of applications ranging from traffic counting and on-truck recycling audits in smart cities, to autonomous ground vehicles, human-assisted robotic harvesting and fruit condition monitoring in horticulture. 
Future work will focus on expanding the data capture to enhance the reliability of neural network artificial intelligence models for existing use case validation, expand use cases across other domains and perform System of Systems modelling to validate the financial viability, incorporating the life cycle cost associated with human capability, spares holding, availability and utilisation to optimise emergent properties.",Modular image recognition on the edge and digital twins: A case study in accessibility auditing,"Nick Pickering 1, Thomas Carnahan 2, Tim Young 3, University of Waikato, Hamilton, Waikato, New Zealand, Pollin8 Ltd, Cambridge, Waikato, New Zealand, Smart Access, Hamilton, Waikato, New Zealand",
20891,"Tutorial Session – “MBSE essentials: mastering the basics of Model Based Systems Engineering in One Hour”
Format
The tutorial session will adopt an interactive style, featuring an instructor-led presentation interspersed with brief discussions, hands-on activities, and a dedicated Q&A segment at the end.
 
Overview
Explore the transformative potential of Model-Based Systems Engineering (MBSE) in this tutorial, which delves into its foundational principles and practical applications. Learn how MBSE enhances system development through precise modeling and improved communication, enabling more efficient and effective designs. This session equips you with essential tools and knowledge to integrate MBSE strategies into your projects immediately.
 
Audience
This MBSE tutorial caters to professionals at all levels—from beginners seeking foundational knowledge to experts refining their modeling skills. It is especially useful for those using system models to boost decision-making and operational efficiency in various organizational roles.
 
Line-up
This session is led by Dr. Ebrahim Aly, a research associate at the Capability Systems Centre – UNSW Canberra.
 
Room Style
A classroom or U-shaped setup is ideal. Essential AV requirements include a projector and screen, speakers and a microphone.
 
Domain or Stream
Stream C.6. Education for Digital Natives",MBSE essentials: mastering the basics of Model Based Systems Engineering in One Hour,"Ebrahim Aly 1, School of Systems and Computing, Capability Systems Centre, ACT, Australia",
20894,"The interpretation of imagery produced by autonomous underwater vehicle side scanning sonar system used for locating anti-shipping mines is a crucial operation for naval safety. Deep learning algorithms have shown potential to identify mine like objects within sonar imagery at a rapid pace with consistent results and with minimal human operator interaction. Traditional methods involved the technical operator manually scanning through a large dataset of sonar imagery. Increasingly, the Navy are looking to employ autonomous underwater vehicles fitted with side scanning sonar to perform remote sensing in the search for mines. The fact that side scanning sonar imagery is not available for inspection by the operators until after the mission has concluded and the vehicle has returned, add to onerous nature of this task. The purpose of this exercise was to perform a binary classification task to classify images as either containing a mine like object or not. Are deep learning algorithms more efficient at analysing sonar images and what are the limitations facing these algorithms now. The Convolution Neural Network model would be trained using sonar images that either contain a mine like object or none, the model would then be evaluated on its ability to classify images with mine like objects within a separate dataset. The results were then compared with a real-world operator attempting to manually complete the same task. Within the scope of testing conducted, the Convolution Neural Network tended to be more liberal in its classifications, as it displayed a higher false positive rate in comparison to the human classifier. Overall, the Convolution Neural Network showed good potential for operational use. Predictably, the performance of the Convolution Neural Network appeared to improve as the quality and quantity of training images increased. ",Binary classification of mine-like-objects within side scan sonar images using deep learning algorithms. ,"Anto Chacko 1, Tim Grabert 2 3, Nova Systems, Taigum, QUEENSLAND, Australia, Test and Evaluation, Nova Systems, Melbourne, Victoria, Australia, Test and Evaluation, International Test and Evaluation Association (ITEA), Melbourne, Victoria, Australia",
20895,"This paper explores innovative testing methodologies tailored for complex software and cyber-physical systems in Humanitarian Assistance and Disaster Relief (HADR) environments for search and rescue operations. By integrating model and simulation based testing with virtualisation, we develop scalable testing frameworks customised to HADR application requirements. Virtualisation enables simulation of scenarios, facilitating thorough testing without operational disruptions.
 
A key focus is on the comprehensive evaluation of Systems of Systems (SoS) behavior to identify integration issues and performance bottlenecks early in the development lifecycle. Simulated interactions between system components reveal vulnerabilities, consequently enhancing system reliability and resilience.
 
Our approach emphasises continuous testing and validation throughout the system lifecycle. Leveraging digital twins and cyber-physical models, we ensure adaptability to evolving requirements and operational conditions. This iterative process enhances system robustness and responsiveness to dynamic HADR environments for search and rescue operations.
 
This approach, employed in testing the lifecycle of complex software and cyber-physical systems, aims to generate reliable test cases, ensure systems adapt to changes observed in prior tests and uphold mission resilience by prioritising performance. It involves creating a surrogate model of a search and rescue mission, identifying failure modes to use as test cases and evaluating them through sensitivity analysis. The final sequence of test cases, relying on more expensive testing, is prioritised based on its impact on the search and rescue mission surrogate model.
 
This paper provides insights into innovative advancements shaping the future of testing methodologies for systems used in HADR and search and rescue operations. The focus is on enhancing the reliability, resilience, and responsiveness of testing complex software and cyber-physical systems. ",Integrating Model and Simulation Based Testing with Virtualisation for Humanitarian Assistance and Disaster Relief,"Ryan Messina 1, CASG, LC4S, Melbourne, Victoria, Australia",
20898,"A key challenge of major infrastructure delivery is the sheer volume of requirements that resides across multiple contract documentation, scope of works technical criteria, guidelines, standards, specifications and drawings.
A lot of these requirements are project, proponent and/or jurisdictional specific. As an example North East Link (NEL) requirements covers multiple asset owners:
VicTrack,
Department of Justice and Community Services (DJCS),
Department of Transport and Planning(DTP); and
NEL Central Package (Spark Consortium); and
State Tollroad Corporation (STC)
With advancement in cloud infrastructure and Artificial Intelligence (AI) cost effective Large Language Model (LLM) services are now readily available in the market e.g. Open AI, Google, Microsoft, Facebook, Amazon.
This workshop provides the target audience a hands on guide to how to apply different available LLM as ""co-pilot” for system assurance/requirement management activities.
This workshop will use current transport infrastructure examples to illustrate the pros and cons (key limitations) against various system assurance use cases.
The workshop will conclude with targeted ""hands on"" LLM tutorial enabling participant to experience the LLM on an example set of pre-canned system assurance scenarios and get insight on how this can benefit their day to day SE&A activities. ",Application of Large Language Model - requirement management and system assurance on major infrastructure projects,"Henry Wu 1, Eric Yang 1, JYW Consulting, Sydney, NSW, Australia",
20901,"Currently, disabled people and older people cannot plan a safe journey around our built environment and transport hubs. Smart Access has a solution based on accessibility audits covering 38 features. The solution, available online or via mobile, provides geospatial information that supports sound decision-making for commuters and council planners. The manual data capture of features empowers people with impairments to engage more in the community but is labour-intensive and not scalable.
Custom development of high-accuracy navigation and image recognition systems on the edge are not typically financially viable in many social and environmental applications. This is especially true in scenarios where system utilisation is low, supply chain costs for high availability are high and the recruitment and retention of a wide spectrum of human capability is challenging.
This paper undertakes the design, implementation and evaluation of modular edge units that can perform common high-accuracy navigation, sensor fused with image recognition on the edge, communicated over a common data standard into a reusable digital twin for affordability of research, development and operation. The results demonstrate the benefit of a modular Hardware As A Service (HaaS) and Software As A Service (SaaS) model to break down the traditional barriers associated with the adoption of industry 4.0 solutions, with the capability being leveraged across numerous applications ranging from traffic counting and on-truck recycling audits in smart cities, to autonomous ground vehicles, human-assisted robotic harvesting and fruit condition monitoring in horticulture. 
Future work will focus on expanding the data capture to enhance the reliability of neural network artificial intelligence models for existing use case validation, expand use cases across other domains and perform System of Systems modelling to validate the financial viability, incorporating the life cycle cost associated with human capability, spares holding, availability and utilisation to optimise emergent properties.",Modular image recognition on the edge and digital twin: A case study in accessibility auditing,"Nick Pickering 1, Tim Young 2, Thomas Carnahan 3, University of Waikato, Hamilton, Waikato, New Zealand, Smart Access, Hamilton, Waikato, New Zealand, Pollin8 Ltd, Cambridge, Waikato, New Zealand",
20930,"Artificial Intelligence (AI) and more specifically Machine Learning (ML) has become a prevalent part of modern systems. Systems Engineering (SE) has a role to play in AI projects which suffer from common issues such as poorly defined requirements, changing expectations of stakeholders and unknown constraints. AI transparency and explainability are relatively new concepts that have to be understood when deploying AI intensive systems.
This tutorial is for those who have no specific background in AI/ML and provides an overview of the technology with no background required. Overview shall be provided for some basic statistics and ML methods and overview of more specialised methods such as Neural Networks that are having a major impact in modern systems.
Concepts and principles from systems thinking, modelling and simulation and situation awareness are summarised, being building blocks for best practice into evolutionary SE life-cycle processes. It is recognised that AI projects need their own methodology that is different to that used in software only projects. The data used to train models is a fundamental component of the system itself. There are several Life Cycle models currently used in Data Science projects. These Data Science life-cycle models will be mapped to the Systems Engineering approach. ",Systems Engineering approach for Artificial Intelligence Intensive Systems,"Andrew Madry 1, Jawahar Bhalla 2, Madry Technologies, Sydney, New South Wales, Australia, JB Engineering Systems, Sydney, NSW, Australia",
20947,"This panel will explore the transformative potential of applying systems engineering principles to the healthcare sector. As healthcare continues to face complex challenges, including resource constraints, rising costs, and the need for digital transformation, systems engineering offers a framework to improve efficiency, enhance patient safety, and optimize outcomes. Our discussion will feature leading experts from both fields who will examine case studies demonstrating successful integrations and discuss methodologies that can be adapted for various healthcare settings. Attendees will gain insights into leveraging systems engineering tools such as process optimization, risk management, and technology integration to address pressing healthcare issues, paving the way for a more resilient and effective healthcare system. ","Integrating Systems Engineering Principles into Healthcare: Enhancing Efficiency, Safety, and Patient Outcomes","Bohdan Oppenheim 1, Jawahar Bhalla 2, Andrew Madry 3, Healthcare Systems Engineering MS Program at LMU, Los Angeles, California, USA, JB Engineering Systems, Sydney, NSW, Australia, Madry Technologies Pty Ltd, Galston, NEW SOUTH WALES, Australia",
20966,"A new process “Lean Healthcare Systems Engineering (LHSE)” for healthcare improvement projects is described and compared to popular quality initiatives: PDSA, TQM, Lean/Six Sigma, TOC, others, demonstrating superiority of LHSE. The webinar is based on a recent book under the same title.  LHSE is applicable to projects in hospitals, ORs, ED, clinics, imaging and clinical laboratories, pharmacies, population health, and telemedicine. Audience: individuals interested in the application of systems in healthcare.
All those interested in healthcare improvement through a systems approach will find the talk valuable. We also welcome our wider community of healthcare practitioners from affiliated organisations to join the webinar. ",Lean Healthcare Systems Engineering (LHSE) process,"Bohdan Oppenheim 1, Healthcare Systems Engineering MS Program at LMU, Los Angeles, California, USA",
20971,"Overview: This session will provide an in-depth overview of INCOSE's product development process where we examine its evolution and adaptation to the digital era. Attendees will gain a thorough understanding of the various stages and best practices employed in creating new and innovative systems engineering products.
Context: In an era marked by rapid digital transformation, INCOSE is strategically refining its product development process to make better use of technology and foster collaborative endeavors. Each stage, from ideation, to team formation, to distribution, contributes an important part in shaping the final product and its wider impact on the systems engineering community.
Purpose: This session seeks to equip attendees with a broad understanding of INCOSE's product development pipeline by providing them with the information and tools necessary to actively contribute to the future of systems engineering products. By highlighting the process and calling out opportunities for engagement, we will cultivate greater innovation and inclusion within the INCOSE community.
Approach: This session combines expert insights, case studies, and interactive discussions to guide attendees through the stages of INCOSE's product development process. We will examine each part, from the sketching out a Technical Product Plan (TPP) and participating in technical reviews, to the style guideline for designing visually compelling and user-centric products. Attendees are encouraged to engage in discussion, share insights, and gain practical tips for navigating the project pipeline.
Insights: Attendees will leave with a clear understanding and actionable steps to further their participation in INCOSE's product development. They will gain appreciation for the collaborative nature of product creation, recognizing the interactions between technical expertise, design, and effective distribution. By learning about INCOSE's stance in leveraging digital platforms, targeted marketing, and community engagement, attendees will be well-positioned to drive the success and impact of future systems engineering products. ",INCOSE's Product Development Process,"Christian Sprague 1, Erika Palmer 1, INCOSE",
20973,"Overview: This session will cover INCOSE's recent and upcoming product releases. It will also discuss the collaborations between volunteers, working groups, and staff in providing valuable content to the systems engineering community.
Context: INCOSE contains a broad and ever-growing product portfolio, encompassing magazines, guides, primers, and data tools, all developed through the efforts of the systems engineering community. These products are designed to push the boundaries of systems engineering practices and tackle the most pressing challenges facing society.
Purpose: This session will provide attendees a deep dive into new INCOSE products, discuss the development behind them, and give a glimpse into the products on the horizon. By highlighting these innovative resources, we seek to inspire attendees to contribute to INCOSE product development.
Approach: The session will kick off with a deep dive into the core articles of the April 2024 INSIGHT magazine, which tackles the challenge of advancing systems engineering in an increasingly complex world. From there, we will showcase a carefully curated selection of other significant recent releases, such as the Guide to Security Needs and Requirements, Agile Systems Engineering Primer, and Guide to ISO/IEC/IEEE 42020. Attendees will have an exclusive look at the roadmaps and timelines for highly anticipated upcoming releases, including the next version of our systems engineering competency framework, updates to the development of standards, and work towards a modular ontology for systems engineering.
Insights: Attendees will leave this session with a comprehensive understanding of INCOSE's latest offerings, a detailed preview of new developments, and actionable insights into how they can leverage and shape these resources to elevate their practice and drive the profession forward. The session will underscore the role our volunteer community has in driving product development and how they can make their mark on INCOSE's mission of advancing systems engineering.",INCOSE Product Spotlight: A Deep Dive into Recent Releases and Upcoming Content,"Christian Sprague 1, Erika Palmer 1, INCOSE",
21004,"Digital engineering (DE) is an active area of research in systems engineering. This paper explores the application of digital engineering to complex, large-scale energy decarbonisation projects. Energy decarbonisation projects are highly diverse in nature, spanning multiple industries, such as: energy generation, transportation, and mining. A DE approach that combines systems engineering design and analysis, supported by physics-based modelling, can be used to effectively understand, design, and deliver these often complex projects. However, such an approach can quickly become highly resource intensive. The paper addresses this issue though a flexible yet cost effective approach that utilises a modular combination of model-based systems engineering, physics-based modelling, and operations analysis techniques to analyse a range of energy decarbonisation projects. Furthermore, many energy decarbonisation projects are enterprise activities with a range of critical externally controlled elements or effectively function as a strategic alliance with significant independence in the development of the component systems. The paper describes how lessons from defence mission engineering can be used to address these system-of-systems aspects and shape the modular DE approach. Finally, the paper outlines some examples from the mining industry of applying this modular digital engineering approach. ",An Austere Digital Engineering Approach for Energy Decarbonisation,"Mark H Unewisse 1, Stephen C Cook 1, John Wharington 1, Duane Jusaitis 1, Ashok Samalam 1, Shoal Group Pty Ltd, Adelaide, SOUT AUSTRALIA, Australia",
21005,"A new process will be presented for improving healthcare delivery operations in all clinical environments: hospitals (including ER and OR), clinics, laboratories, pharmacies, and population health.   These projects tend to be vastly smaller in terms of effort and durations than the traditional Systems Engineering programs used, e.g. in defense.  LHSE adopts selected tools from the classical SE process and integrates them with Lean and earlier improvement tools.   LHSE consists of four phases: Background, Analysis of Current State, Future State Design, and Implementation.  LHSE has been successfully tested in 130 actual projects in medical organizations in Southern California.   The tutorial will also summarize a white paper which compares LHSE to the earlier process improvement methods popular in healthcare: PDSA, TQM, Six Sigma, Lean, and Theory of Constraints - and demonstrates that LHSE is significantly superior to all of them.   The critical advantages of LHSE are its ability to integrate the highly fragmented elements of care (the fragmentation is estimated to kill tens of thousands  of people per year in the US), to reduce waste, apply systems approach and assure rigor, and to reduce project iterations and costs.",Lean Healthcare Systems Engineering Process,"Bohdan Oppenheim 1, Loyola Marymount University, Kaiser Permenente School of Medicine, Santa Monica, CALIFORNIA, United States",
